3dmodel_id,path,meshes,materials,textures,images,image_height_max,image_height_min,image_width_max,image_width_min,vertices,faces,extent_x,extent_y,extent_z
B071VR5JSP,P/B071VR5JSP.glb,1,1,3,3,4096,4096,4096,4096,157437,299392,0.42976014316082,1.6057099103927612,0.4297601580619812
B07QJJXBV8,8/B07QJJXBV8.glb,1,1,3,3,4096,4096,4096,4096,14774,24624,0.9905999600887299,0.6603999733924866,0.4978399872779846
B0735WMNT5,5/B0735WMNT5.glb,1,1,3,3,4096,2048,4096,2048,36738,67173,0.7385129630565643,1.0036900043487549,0.7169104516506195
B07B51946F,F/B07B51946F.glb,1,1,4,4,2048,2048,2048,2048,23402,41092,0.41384607553482056,0.4359132945537567,0.17998968064785004
B07QD6ZWTP,P/B07QD6ZWTP.glb,1,1,3,3,4096,4096,4096,4096,28195,45516,0.16268140077590942,0.22910459339618683,0.17156680673360825
B07QV194JP,P/B07QV194JP.glb,1,1,3,3,4096,4096,4096,4096,9320,10508,1.1000000854220253,0.6999999957285863,1.442705750465394
B07DB9638P,P/B07DB9638P.glb,1,1,3,3,4096,4096,4096,4096,3098,4468,1.2189249992370605,0.7794072031974792,0.40473610162734985
B075X3SHX2,2/B075X3SHX2.glb,1,1,3,3,2048,2048,2048,2048,17984,32386,1.9849728345870972,0.6405534148216248,0.7461804747581482
B075X4VWKK,K/B075X4VWKK.glb,1,1,3,3,2048,2048,2048,2048,12151,21180,0.9643360674381256,1.1778113842010498,1.059955894947052
B075X4WBLM,M/B075X4WBLM.glb,1,1,3,3,2048,2048,2048,2048,14133,26144,1.2118233442306519,0.9764631828665813,0.9460878670215607
B07JWPXTDQ,Q/B07JWPXTDQ.glb,1,1,3,3,4096,4096,4096,4096,2727,2578,1.6002493716512596,0.5097484927368294,0.4186665181429811
B082XMF2RV,V/B082XMF2RV.glb,1,1,3,3,4096,4096,4096,4096,17036,25840,1.3203898072242737,0.35529616475105286,1.320270836353302
B07K9JL76J,J/B07K9JL76J.glb,1,1,3,3,4096,4096,4096,4096,34248,64266,2.2955251932144165,0.8747612833976746,0.9561336040496826
B07DBHC32J,J/B07DBHC32J.glb,1,1,3,3,2048,2048,2048,2048,27351,50786,2.007699489593506,1.6150106191635132,2.213577389717102
B07B4W24LB,B/B07B4W24LB.glb,1,1,4,4,2048,2048,2048,2048,13494,24065,0.27741799503564835,1.4383958578109741,0.4672646224498749
B07MQD2181,1/B07MQD2181.glb,1,1,3,3,4096,4096,4096,4096,28810,54764,1.2562735080718994,0.5470199584960938,0.5213398933410645
B07SHYNBDG,G/B07SHYNBDG.glb,1,1,3,3,4096,4096,4096,4096,18197,34340,1.4499999284744263,0.8199999928474426,1.001680314540863
B07B7BRXDH,H/B07B7BRXDH.glb,1,1,3,3,2048,2048,2048,2048,12909,24060,0.4885866492986679,1.067625641822815,0.5724408626556396
B07B8PXTSF,F/B07B8PXTSF.glb,1,1,3,3,2048,2048,2048,2048,2150,2848,0.6345855593681335,0.4971156716346741,0.030145300552248955
B07H8T32NQ,Q/B07H8T32NQ.glb,1,1,3,3,4096,4096,4096,4096,2520,2268,1.349756002426148,0.45999401269625667,0.6997700069200194
B07HSLQ2QZ,Z/B07HSLQ2QZ.glb,1,1,3,3,2048,2048,2048,2048,7477,13220,0.45414263010025024,1.038617491722107,0.5670499205589294
B01M0ZVGCQ,Q/B01M0ZVGCQ.glb,1,1,3,3,4096,4096,4096,4096,46088,63280,1.4499999284744263,0.6291301846504211,1.9499999284744263
B0792HBF59,9/B0792HBF59.glb,1,1,3,3,2048,2048,2048,2048,17345,32470,0.4003065526485443,0.6231796741485596,0.3997918963432312
B07MHMR8FV,V/B07MHMR8FV.glb,1,1,4,4,4096,4096,4096,4096,7785,12610,0.1811208352446556,0.5387012362480164,0.3475668430328369
B071W5VJ7S,S/B071W5VJ7S.glb,1,1,3,3,2048,2048,2048,2048,9675,17664,0.9773505926132202,0.4513506591320038,0.6939459443092346
B07H4MM3TC,C/B07H4MM3TC.glb,1,1,3,3,4096,4096,4096,4096,2514,3292,1.2505347728729248,0.770440936088562,0.6001302897930145
B07HSM1W46,6/B07HSM1W46.glb,1,1,3,3,2048,2048,2048,2048,18405,25208,1.7129212617874146,2.0194451808929443,2.138102650642395
B07BWJCPTC,C/B07BWJCPTC.glb,1,1,3,3,2048,2048,2048,2048,290903,562080,1.7128249406814575,0.8658835291862488,0.9403996467590332
B07B8WZQMM,M/B07B8WZQMM.glb,1,1,3,3,2048,2048,2048,2048,6738,10818,0.7680849432945251,0.5529380440711975,0.08316414803266525
B083YF78RY,Y/B083YF78RY.glb,1,1,3,3,4096,4096,4096,4096,5797,10800,0.12383435294032097,0.10882850736379623,0.123834278434515
B084W2RH5S,S/B084W2RH5S.glb,1,1,3,3,4096,4096,4096,4096,10461,19484,0.50261390209198,0.9271634221076965,0.6984871625900269
B07Q2MHJCG,G/B07Q2MHJCG.glb,1,1,3,3,4096,4096,4096,4096,2846,3388,0.479943111538887,0.6356614828109741,0.38093771040439606
B07QY2XJD6,6/B07QY2XJD6.glb,1,1,3,3,4096,4096,4096,4096,24024,40092,0.8950503468513489,0.7319842576980591,0.39593300223350525
B07R3CWL3V,V/B07R3CWL3V.glb,1,1,3,3,4096,4096,4096,4096,14515,26778,0.8199999117851032,0.5799999507171163,0.7799999590036034
B07HSF19JZ,Z/B07HSF19JZ.glb,1,1,3,3,2048,2048,2048,2048,14137,24398,0.6010732054710388,0.9514527656137943,0.5703384876251221
B07MF1RQV5,5/B07MF1RQV5.glb,1,1,4,4,4096,4096,4096,4096,11981,21444,0.2119298055768013,0.49297818541526794,0.21192985028028488
B0853L224Z,Z/B0853L224Z.glb,1,1,3,3,4096,4096,4096,4096,3460,6328,0.4906288832426071,0.83949875831604,0.589307427406311
B078GTTCCF,F/B078GTTCCF.glb,1,1,3,3,4096,4096,4096,4096,2282,3532,0.21601323038339615,0.2812352180480957,0.022855879738926888
B07B4YVX7P,P/B07B4YVX7P.glb,1,1,4,4,2048,2048,2048,2048,4280,6983,0.2786133885383606,0.5081211924552917,0.2787831723690033
B073G6GTKL,L/B073G6GTKL.glb,1,1,3,3,2048,2048,2048,2048,9690,16948,0.6626339554786682,0.7921636700630188,0.7434181869029999
B07B4G5YPR,R/B07B4G5YPR.glb,1,1,3,3,2048,2048,2048,2048,5651,9492,0.904374897480011,0.882992148399353,1.7792755961418152
B084MLZCXZ,Z/B084MLZCXZ.glb,1,1,3,3,4096,4096,4096,4096,32082,57576,1.0673147439956665,0.45735883712768555,0.5715027153491974
B07DBDX15Y,Y/B07DBDX15Y.glb,1,1,3,3,2048,2048,2048,2048,12020,21858,0.6864193081855774,0.8584954142570496,0.6125065684318542
B084W2S61W,W/B084W2S61W.glb,1,1,3,3,4096,4096,4096,4096,13928,25688,0.4699000120162964,1.0779354572296143,0.5765798985958099
B073G7WNB1,1/B073G7WNB1.glb,1,1,3,3,2048,2048,2048,2048,7776,13808,0.9435549974441528,0.4790792763233185,0.7031629681587219
B00MIBN16O,O/B00MIBN16O.glb,1,1,3,3,4096,4096,4096,4096,26649,36170,0.15239997197991062,0.7131209005561039,0.650240057964847
B07B8445B5,5/B07B8445B5.glb,1,1,3,3,2048,2048,2048,2048,5896,10300,0.4380141943693161,0.595387876033783,0.47187887132167816
B073PB1H88,8/B073PB1H88.glb,1,1,3,3,4096,4096,4096,4096,6798,12320,0.27000199604753017,0.27990396499061343,0.2700020043893179
B07MHM99CR,R/B07MHM99CR.glb,1,1,3,3,4096,4096,4096,4096,31959,41808,0.32501402497291565,0.38813236355781555,0.32465384900569916
B07SH7L5QM,M/B07SH7L5QM.glb,1,1,3,3,4096,4096,4096,4096,6784,8288,1.5000000447034836,0.7699999809265137,0.9000002145767212
B07PYKJYLQ,Q/B07PYKJYLQ.glb,1,1,3,3,4096,4096,4096,4096,14659,25648,0.7035024762153625,1.254699945449829,0.39862632751464844
B07QHYD995,5/B07QHYD995.glb,1,1,3,3,4096,4096,4096,4096,35087,63652,1.9886241555213928,0.8602454584836963,0.9914418160915375
B083YFL4D7,7/B083YFL4D7.glb,1,1,3,3,4096,4096,4096,4096,2358,4440,0.16951023787260056,0.15224628150463104,0.16951023787260056
B084MYDTKM,M/B084MYDTKM.glb,1,1,3,3,4096,4096,4096,4096,12852,20484,0.45719999074935913,0.5588122606277466,0.40640002489089966
B07QC8C7YX,X/B07QC8C7YX.glb,1,1,3,3,4096,4096,4096,4096,1249,2320,0.22401489317417145,0.20279141843318937,0.22401493042707443
B07HJ66BLL,L/B07HJ66BLL.glb,1,1,3,3,4096,2048,4096,2048,42449,59324,0.6962802708148956,1.2928178310394287,0.6507456600666046
B07B4ZP62F,F/B07B4ZP62F.glb,1,1,4,4,2048,2048,2048,2048,10212,17578,0.066761814057827,0.2493075281381607,0.0667617991566658
B07B7BM55W,W/B07B7BM55W.glb,1,1,3,3,2048,2048,2048,2048,967,1524,2.0025521516799927,0.7598620653152466,0.9523844718933105
